ambient_temperature,sampling_frequency,signal_strength,device_age,humidity,light_intensity,vibration_level,device_id,firmware_version,last_maintenance,dust_level,pressure,altitude,nearby_devices,packet_size,data_encryption,wind_speed,rain_intensity,cpu_cycles,memory_usage,energy_consumption
25.973713224089863,19.95405523142084,-77.19189116425687,15.638192039149294,40.404671896965425,555.6098120824755,0.6928853716529423,8,v2.0,0.9933261497480533,26.69806916697232,1010.3174506779637,39.923956804215706,4,509,0,3.5913605141388816,0.0,15.741622008519244,19.562358435455128,263.85451882422007
20.89388559063052,7.078132472090159,-85.42101718696166,162.60211438548748,74.2708381334854,928.3406532921178,0.198886369211539,4,v2.0,85.7536029542695,12.208042642325303,1006.1463897478194,4.206920375914166,3,685,1,1.4840673888342941,0.0,12.889040326215099,29.120176416593157,380.68208757456966
27.18150830480554,5.236645181282682,-62.469971664001605,36.75084558790639,29.000585243307555,728.2463994445224,0.4550554512038959,9,v2.0,248.68447327861614,11.505638081341397,999.7657055228207,531.1096769012414,2,611,1,1.258966916199032,0.0,17.731870962113067,37.72504043723262,138.31977201905812
34.184238851264205,6.562282696037227,-95.60293843289575,147.66477775945955,77.60751642051164,3101.854739278764,0.6285580013008,8,v1.0,161.61074021886054,8.778054260049885,1005.2917506921273,512.5745924030696,6,655,0,3.4013807504496842,0.0,14.948922842124183,8.579550370658358,622.3459906630566
20.126773002213312,35.389292310330525,-74.01759148852467,104.2892946121131,63.76225058168938,3235.4455408445356,0.7040638692980109,8,v1.2,230.21126344887156,4.7147795649621695,1020.7082216429288,56.71295501420438,2,567,1,3.3444844018980326,0.0,18.263649090128258,22.949740219315515,234.5822452089582
20.126904344406555,4.048068373910391,-108.30446523472898,30.67565479500225,57.73586364822897,85.09230045123415,0.2518223628596529,4,v1.0,82.4254681129228,15.301829956569586,1003.3560991343488,28.528098387522817,3,531,0,2.723564261483461,0.0,18.313490098627163,33.60159745080222,1147.37903063866
34.63370252405913,20.878685622878265,-90.04603635037395,23.872586255461705,36.03765675259171,353.6039390121227,1.1453293516594139,2,v1.1,222.41035788242064,5.095104991056138,1022.7661145103224,451.38362051813994,5,727,1,3.411215809227464,0.0,12.443756904304685,21.146857986966623,490.0862761710395
28.13947783322327,45.43878241293953,-83.15700907671136,14.030850345883582,75.04577185410861,7.5633458386573595,1.4218037941654615,8,v1.2,89.28098827553251,13.937227551895228,1027.866390195805,39.70731417693454,1,850,1,4.3667339258985685,0.09442458486580238,18.442213237245213,20.40651570716189,340.7045589226473
18.244204912520384,18.366541824407307,-53.549136885560735,27.700096787101973,76.34671626561244,541.0449090114603,0.10890095368153553,7,v1.1,257.7257362393247,2.2012351632578744,998.5485744776291,70.448157998136,2,388,1,2.3135762103631077,0.0,15.50319470131307,12.55330999771663,100.66207798010616
26.340480348687716,46.03517655362766,-59.67837963393597,17.177222412965083,53.80593075135625,1085.1208672039372,1.2109028292332338,2,v1.0,57.1226951822293,15.753750398728759,1027.3416848839988,38.01474845914019,5,436,1,2.1483965181896187,0.0,13.137030343179726,27.13631834658312,133.57506530043028
18.292658457500302,44.982555254216265,-78.30902025763363,95.98541049886815,47.241828240004615,637.3053306166603,0.6235802401450355,7,v2.1,105.6623961189788,8.610272947659878,1003.3801921883261,59.633324544633616,5,448,1,2.06691645869872,0.0,16.29683173526014,68.30421329525012,288.00557900610295
18.274161971437945,15.503800825359763,-59.05945307305374,91.3253147451658,37.23132862667579,69.54503128498739,1.0952449418090673,1,v2.1,75.33706383369936,10.240667725210384,996.8546819521664,-3.038144084709508,5,616,1,1.6924826488417573,0.0,15.70350432655986,10.157776563296185,128.12152569085183
23.935698172528273,44.00050862547198,-56.68565554929405,88.23049957296789,72.79638119624224,218.1015803146599,0.27647898495051754,6,v1.2,9.236778108211293,30.278793664401515,1008.3461388072391,42.122776089850404,2,384,1,2.4951306794057073,2.8034718196624517,13.170318064092259,9.630674446398778,116.62702862831166
6.693758042737617,45.118821658053946,-72.40997272562082,102.69145444793968,64.76163461886944,190.30294143466915,0.5411690299722192,7,v2.1,332.90944883827024,6.719285860924812,1010.6017168197786,86.96401912084593,2,744,1,1.2158035187198915,0.0,16.465473615920537,65.37104272652647,232.01685260946647
8.200657339895738,24.449781614354585,-90.76567216320535,168.62354503462674,34.46417205568004,715.6551751726159,0.13418800529180389,2,v2.0,27.584178601905617,7.926383748682886,1007.6208179312481,82.91998831728507,6,592,1,1.9565163948390827,0.0,18.11591348458024,37.939221890795125,514.3650944399983
17.501699766072218,13.414808540749576,-73.11868465099171,244.822043287168,75.61276557794305,1132.2104869414786,0.6953555550993127,2,v2.1,151.56969423906847,5.7872435259006885,1004.8136095001977,-1.6236083114395399,1,602,1,3.101449428142227,0.0,15.702905507751389,46.89540503330526,231.40804903902287
13.89735103732461,31.754977606620276,-71.46838607758204,26.185259466510434,81.75437193509217,380.2732394116731,0.43581824866390395,8,v2.1,129.2989510033707,22.110442242415,1018.0341277782738,437.0917665050527,4,434,0,3.2721748229508405,0.0,15.672034038761373,29.162584683742548,209.10037276972676
24.51397866076219,55.36245769201158,-88.48681586245338,88.61847254172312,24.147308392377212,139.79101679299637,0.32787282198482004,2,v2.0,66.58059313236551,3.2543847852583467,1011.2533676580996,21.28531136093115,3,557,0,3.632104817825427,0.0,13.90477498027082,28.803124011332915,448.8625924538984
14.735807395830314,38.73738721349166,-64.49429810605048,8.157478705923209,74.0694446616829,1602.4506208739497,0.5899354843617621,10,v2.0,162.18157505426225,5.950167722575405,1013.5076526341501,56.98968725673648,2,432,1,1.738930672489107,0.18391633370005414,16.864373352017395,27.100493472702713,156.9645385039618
10.701570389317668,11.20242736000841,-65.80282218546466,12.799524637863627,79.69613533993568,1954.4796200230767,0.4018665190918713,2,v1.1,183.89454168503298,14.74340095114011,1027.0398657141075,95.20090289314834,4,695,0,0.4843368844126871,0.0,17.633715561252025,3.0295818344674994,162.14932344279833
33.72519015137243,41.28265855927767,-63.324359501587196,106.22976583978978,89.40555296321828,323.6384420201454,0.7248405002665871,5,v1.0,97.22328281217699,27.36086593705512,1002.85382760779,93.35357432007213,3,543,0,5.6741787743320025,0.5811931852193212,15.832425465947955,20.88540824874515,155.80853727613086
20.193789596107713,26.204978609628238,-65.81615354248835,66.66621493421897,36.632104925615685,546.0171491021324,0.977501919656799,4,v1.2,192.04944082101616,12.897505620000441,1017.9142613488148,56.839689229272295,3,641,1,5.030591970334719,0.0,15.785115918515547,35.190261656111126,165.1047599002896
22.54022563750339,35.90019904396701,-59.05235447327526,142.0190754882393,45.97022436499769,85.4828395727199,0.8062370195400629,1,v2.0,234.3914156905774,4.835226339198974,1026.8985499312485,19.05122293185354,0,466,0,2.8197539885472214,0.0,17.142447763112774,30.535422297328324,130.94485732480283
10.602014510292346,44.309778066363364,-72.68992041809547,55.456416065055734,87.63337645406153,258.3786597047424,0.1837283085777764,8,v1.2,189.914921062978,5.907489905466733,1014.8856829750135,60.687064979441075,1,369,1,0.46611445285859365,0.7329501894261388,17.394218360095845,14.538138958228943,233.70259610797876
